table_name,header,value,domain
DSNY_Monthly_Tonnage_Data_20250918.csv,RESORGANICSTONS,177.1,Weight
Good_Food_Purchasing_Data_20250918.csv,Total Weight in lbs,2608.0,Weight
Revised_Notice_of_Property_Value__RNOPV__20250918.csv,ORIGINAL MARKET VALUE,325762.0,MonetaryValue
NYC_Citywide_Annualized_Calendar_Sales_Update_20250922.csv,GROSS SQUARE FEET,66427,Dimension
GlobalLandTemperaturesByCountry.csv,AverageTemperature,8.455,Temperature
amazon_delivery.csv,Store_Latitude,-26.482581,Coordinate
payment_amount_first_20000_rows.csv,payment_amount,75.95,MonetaryValue
Revised_Notice_of_Property_Value__RNOPV__20250918.csv,ORIGINAL MARKET VALUE,1752000.0,MonetaryValue
amazon_delivery.csv,Store_Latitude,18.55144,Coordinate
DSNY_Monthly_Tonnage_Data_20250918.csv,RESORGANICSTONS,80.5,Weight
new_dataset_renamed.csv,weight.value,7.1 oz,Weight
Real_Property_Income_and_Expense_Form_non-compliance_list_20250922.csv,X Coordinate,987971.0,Coordinate
qdq3-9eqn_first_20000_rows.csv,airtemp,56.87966667,Temperature
amazon_delivery.csv,Store_Latitude,12.334022,Coordinate
GlobalLandTemperaturesByCountry.csv,AverageTemperature,-30.643,Temperature
amazon_delivery.csv,Store_Longitude,72.907385,Coordinate
Revised_Notice_of_Property_Value__RNOPV__20250918.csv,ORIGINAL MARKET VALUE,5760.0,MonetaryValue
Real_Property_Income_and_Expense_Form_non-compliance_list_20250922.csv,Longitude,-73.928579,Coordinate
new_dataset_renamed.csv,weight,12.83 lb,Weight
SOCR-HeightWeight.csv,Weight(Pounds),133.9987,Weight
DOE_Building_Space_Usage_20250922.csv,Length,203.0,Dimension
human_vital_signs_dataset_2024.csv,Body Temperature,36.90067999394882,Temperature
NYC_Citywide_Annualized_Calendar_Sales_Update_20250922.csv,GROSS SQUARE FEET,1662,Dimension
Harbor_Water_Quality_20250922.csv,Top Sample Temperature (ºC),7.67,Temperature
new_dataset_renamed.csv,depth.value,7.07,Dimension
Harbor_Water_Quality_20250922.csv,Top Sample Temperature (ºC),22.7915,Temperature
amazon_delivery.csv,Store_Longitude,76.976268,Coordinate
bath_EMY.csv,Temp,26.2999992,Temperature
GlobalLandTemperaturesByCountry.csv,AverageTemperature,0.4129999999999999,Temperature
NYC_Citywide_Annualized_Calendar_Sales_Update_20250922.csv,LAND SQUARE FEET,"14,411",Dimension
NYC_Citywide_Annualized_Calendar_Sales_Update_20250922.csv,LAND SQUARE FEET,"15,039",Dimension
Real_Property_Income_and_Expense_Form_non-compliance_list_20250922.csv,Y Coordinate,185832.0,Coordinate
Real_Property_Income_and_Expense_Form_non-compliance_list_20250922.csv,Y Coordinate,208190.0,Coordinate
DSNY_Monthly_Tonnage_Data_20250918.csv,RESORGANICSTONS,54.3,Weight
new_dataset_renamed.csv,offers.price,31.43,MonetaryValue
Revised_Notice_of_Property_Value__RNOPV__20250918.csv,REVISED TAXABLE VALUE,69612.0,MonetaryValue
payment_amount_first_20000_rows.csv,payment_amount,77.86,MonetaryValue
NYC_Parks_Monuments_20250922.csv,Y,179384.20099273324,Coordinate
New_York_City_Council_Discretionary_Funding_20250918.csv,Amount ($),25167.0,MonetaryValue
new_dataset_renamed.csv,depth.value,33.81,Dimension
New_York_City_Council_Discretionary_Funding_20250918.csv,Amount ($),4270000.0,MonetaryValue
bath_EMY.csv,Temp,4.85,Temperature
NYC_Citywide_Annualized_Calendar_Sales_Update_20250922.csv,GROSS SQUARE FEET,9238,Dimension
Real_Property_Income_and_Expense_Form_non-compliance_list_20250922.csv,Longitude,-74.130366,Coordinate
new_dataset_renamed.csv,geo.latitude,10.1528422,Coordinate
human_vital_signs_dataset_2024.csv,Body Temperature,36.35647802749455,Temperature
Revised_Notice_of_Property_Value__RNOPV__20250918.csv,REVISED TAXABLE VALUE,20220.0,MonetaryValue
new_dataset_renamed.csv,weight,120 - 140 lbs [55 - 63 kg],Weight
NYC_Citywide_Rolling_Calendar_Sales_20250918.csv,SALE PRICE,193737,MonetaryValue
Good_Food_Purchasing_Data_20250918.csv,Total Cost,263296.0,MonetaryValue
SOCR-HeightWeight.csv,Height(Inches),64.63001,Dimension
human_vital_signs_dataset_2024.csv,Body Temperature,36.584410258689694,Temperature
Fee_Charges_20250918.csv,FeeAmount,259999,MonetaryValue
human_vital_signs_dataset_2024.csv,Body Temperature,36.184655193619086,Temperature
NYC_Citywide_Annualized_Calendar_Sales_Update_20250922.csv,GROSS SQUARE FEET,"5,415",Dimension
qdq3-9eqn_first_20000_rows.csv,airtemp,89.409,Temperature
new_dataset_renamed.csv,height.value,193.0,Dimension
NYC_Citywide_Annualized_Calendar_Sales_Update_20250922.csv,GROSS SQUARE FEET,"24,890",Dimension
qdq3-9eqn_first_20000_rows.csv,airtemp,75.934,Temperature
DOE_Building_Space_Usage_20250922.csv,Length,194.0,Dimension
NYC_Parks_Monuments_20250922.csv,Y,167066.07438230517,Coordinate
NYC_Citywide_Rolling_Calendar_Sales_20250918.csv,SALE PRICE,825500,MonetaryValue
penguins_size.csv,body_mass_g,4000.0,Weight
Real_Property_Income_and_Expense_Form_non-compliance_list_20250922.csv,X Coordinate,1013084.0,Coordinate
Real_Property_Income_and_Expense_Form_non-compliance_list_20250922.csv,Latitude,40.685576,Coordinate
new_dataset_renamed.csv,geo.latitude,-73.7410751,Coordinate
NYC_Citywide_Annualized_Calendar_Sales_Update_20250922.csv,GROSS SQUARE FEET,"63,360",Dimension
qdq3-9eqn_first_20000_rows.csv,airtemp,83.36183333,Temperature
new_dataset_renamed.csv,depth.value,38.75,Dimension
new_dataset_renamed.csv,weight,51,Weight
Harbor_Water_Quality_20250922.csv,Top Sample Temperature (ºC),16.36,Temperature
qdq3-9eqn_first_20000_rows.csv,airtemp,80.44066667,Temperature
Good_Food_Purchasing_Data_20250918.csv,Total Weight in lbs,476294.0,Weight
new_dataset_renamed.csv,offers.price,12.66,MonetaryValue
qdq3-9eqn_first_20000_rows.csv,airtemp,92.867,Temperature
new_dataset_renamed.csv,offers.price,66.65,MonetaryValue
New_York_City_Council_Discretionary_Funding_20250918.csv,Amount ($),8888.0,MonetaryValue
DSNY_Salt_Usage_20250918.csv,Total Tons,992,Weight
qdq3-9eqn_first_20000_rows.csv,airtemp,76.63666667,Temperature
new_dataset_renamed.csv,weight.value,0.017,Weight
qdq3-9eqn_first_20000_rows.csv,airtemp,80.757,Temperature
SOCR-HeightWeight.csv,Weight(Pounds),112.0078,Weight
GlobalLandTemperaturesByCountry.csv,AverageTemperature,28.712000000000003,Temperature
SOCR-HeightWeight.csv,Weight(Pounds),131.4104,Weight
GlobalLandTemperaturesByCountry.csv,AverageTemperature,-23.76,Temperature
New_York_City_Council_Discretionary_Funding_20250918.csv,Amount ($),53178.0,MonetaryValue
NYC_Citywide_Rolling_Calendar_Sales_20250918.csv,SALE PRICE,5003918,MonetaryValue
Real_Property_Income_and_Expense_Form_non-compliance_list_20250922.csv,Latitude,40.810107,Coordinate
amazon_delivery.csv,Store_Longitude,77.640489,Coordinate
new_dataset_renamed.csv,depth.value,70.8,Dimension
Real_Property_Income_and_Expense_Form_non-compliance_list_20250922.csv,Latitude,40.780787,Coordinate
Good_Food_Purchasing_Data_20250918.csv,Total Cost,231509.0,MonetaryValue
Real_Property_Income_and_Expense_Form_non-compliance_list_20250922.csv,Longitude,-73.944084,Coordinate
Good_Food_Purchasing_Data_20250918.csv,Total Weight in lbs,2948.0,Weight
NYC_Parks_Monuments_20250922.csv,X,998151.7251373082,Coordinate
new_dataset_renamed.csv,weight,143.30 LBS,Weight
Harbor_Water_Quality_20250922.csv,Top Sample Temperature (ºC),13.3127,Temperature
new_dataset_renamed.csv,weight,7.21 kg,Weight
Revised_Notice_of_Property_Value__RNOPV__20250918.csv,ORIGINAL MARKET VALUE,582539.0,MonetaryValue
bath_EMY.csv,Temp,13.0500002,Temperature
dataset.csv,Weight(Grams),1357,Weight
New_York_City_Council_Discretionary_Funding_20250918.csv,Amount ($),703673.0,MonetaryValue
DSNY_Monthly_Tonnage_Data_20250918.csv,RESORGANICSTONS,146.2,Weight
NYC_Citywide_Rolling_Calendar_Sales_20250918.csv,SALE PRICE,1015000,MonetaryValue
Harbor_Water_Quality_20250922.csv,Top Sample Temperature (ºC),10,Temperature
NYC_Citywide_Rolling_Calendar_Sales_20250918.csv,SALE PRICE,2330300,MonetaryValue
bath_EMY.csv,Temp,24.6000004,Temperature
Harbor_Water_Quality_20250922.csv,Top Sample Temperature (ºC),8.8893,Temperature
amazon_delivery.csv,Store_Latitude,12.321214,Coordinate
New_York_City_Council_Discretionary_Funding_20250918.csv,Amount ($),182062.0,MonetaryValue
amazon_delivery.csv,Store_Longitude,80.351569,Coordinate
DSNY_Salt_Usage_20250918.csv,Total Tons,45273,Weight
penguins_size.csv,body_mass_g,4575.0,Weight
DSNY_Monthly_Tonnage_Data_20250918.csv,RESORGANICSTONS,185.8,Weight
All Appliances.csv,actual_price,"₹3,425",MonetaryValue
payment_amount_first_20000_rows.csv,payment_amount,121.49,MonetaryValue
payment_amount_first_20000_rows.csv,payment_amount,122.46,MonetaryValue
DOE_Building_Space_Usage_20250922.csv,Length,101.0,Dimension
Harbor_Water_Quality_20250922.csv,Top Sample Temperature (ºC),18.4271,Temperature
new_dataset_renamed.csv,weight.value,5.3,Weight
DSNY_Monthly_Tonnage_Data_20250918.csv,RESORGANICSTONS,39.7,Weight
amazon_delivery.csv,Drop_Longitude,80.34147,Coordinate
CityStore_-_The_Official_Store_of_the_City_of_New_York_20250918.csv,Unit Price,11.0,MonetaryValue
NYC_Citywide_Annualized_Calendar_Sales_Update_20250922.csv,LAND SQUARE FEET,"10,691",Dimension
GlobalLandTemperaturesByCountry.csv,AverageTemperature,-1.409,Temperature
Revised_Notice_of_Property_Value__RNOPV__20250918.csv,REVISED TAXABLE VALUE,97008.0,MonetaryValue
DOE_Building_Space_Usage_20250922.csv,Width,89.0,Dimension
Real_Property_Income_and_Expense_Form_non-compliance_list_20250922.csv,Y Coordinate,215482.0,Coordinate
All Appliances.csv,actual_price,"₹11,970",MonetaryValue
NYC_Citywide_Annualized_Calendar_Sales_Update_20250922.csv,LAND SQUARE FEET,"3,050",Dimension
human_vital_signs_dataset_2024.csv,Body Temperature,37.200266862022126,Temperature
new_dataset_renamed.csv,weight,184 lb (84 kg),Weight
human_vital_signs_dataset_2024.csv,Body Temperature,36.4831777162177,Temperature
NYC_Citywide_Annualized_Calendar_Sales_Update_20250922.csv,LAND SQUARE FEET,"35,485",Dimension
new_dataset_renamed.csv,depth.value,4,Dimension
amazon_delivery.csv,Store_Longitude,80.242268,Coordinate
Brooklyn_Bridge_Automated_Pedestrian_Counts_Demonstration_Project_20250922.csv,temperature,18.0,Temperature
DSNY_Monthly_Tonnage_Data_20250918.csv,PAPERTONS,867.1,Weight
Harbor_Water_Quality_20250922.csv,Top Sample Temperature (ºC),25.04215,Temperature
Good_Food_Purchasing_Data_20250918.csv,Total Cost,232242.0,MonetaryValue
new_dataset_renamed.csv,weight,3.405 Kg.,Weight
DSNY_Monthly_Tonnage_Data_20250918.csv,PAPERTONS,510.4,Weight
Street_Pavement_Rating_20250922.csv,Shape_STLe,418.301530936,Dimension
qdq3-9eqn_first_20000_rows.csv,airtemp,97.7855,Temperature
Fee_Charges_20250918.csv,FeeAmount,266242,MonetaryValue
Street_Pavement_Rating_20250922.csv,Shape_STLe,262.644730338,Dimension
DSNY_Monthly_Tonnage_Data_20250918.csv,RESORGANICSTONS,505.2,Weight
new_dataset_renamed.csv,depth.value,9.72,Dimension
new_dataset_renamed.csv,weight,4.614 kg,Weight
GlobalLandTemperaturesByCountry.csv,AverageTemperature,-3.114,Temperature
bath_EMY.csv,Temp,5.5999999,Temperature
qdq3-9eqn_first_20000_rows.csv,airtemp,90.1935,Temperature
qdq3-9eqn_first_20000_rows.csv,airtemp,73.055,Temperature
new_dataset_renamed.csv,weight,72 kg,Weight
NYC_Citywide_Annualized_Calendar_Sales_Update_20250922.csv,LAND SQUARE FEET,"3,092",Dimension
Real_Property_Income_and_Expense_Form_non-compliance_list_20250922.csv,Latitude,40.814263,Coordinate
payment_amount_first_20000_rows.csv,payment_amount,90.65,MonetaryValue
Street_Pavement_Rating_20250922.csv,Shape_STLe,251.957843736,Dimension
Street_Pavement_Rating_20250922.csv,Shape_STLe,131.503264966,Dimension
Harbor_Water_Quality_20250922.csv,Top Sample Temperature (ºC),26.79,Temperature
NYC_Citywide_Rolling_Calendar_Sales_20250918.csv,SALE PRICE,2155000,MonetaryValue
NYC_Parks_Monuments_20250922.csv,Y,193309.2909246385,Coordinate
amazon_delivery.csv,Store_Latitude,12.906229,Coordinate
new_dataset_renamed.csv,depth.value,2.8,Dimension
new_dataset_renamed.csv,weight.value,12.50 LBS,Weight
All Appliances.csv,actual_price,"₹1,710",MonetaryValue
New_York_City_Council_Discretionary_Funding_20250918.csv,Amount ($),111749.0,MonetaryValue
new_dataset_renamed.csv,weight,6.467 kg,Weight
human_vital_signs_dataset_2024.csv,Body Temperature,36.21805503915087,Temperature
DOE_Building_Space_Usage_20250922.csv,Length,196.0,Dimension
New_York_City_Council_Discretionary_Funding_20250918.csv,Amount ($),19200.0,MonetaryValue
human_vital_signs_dataset_2024.csv,Body Temperature,36.25733660351243,Temperature
Good_Food_Purchasing_Data_20250918.csv,Total Weight in lbs,117075.0,Weight
DSNY_Monthly_Tonnage_Data_20250918.csv,PAPERTONS,641.8,Weight
new_dataset_renamed.csv,geo.latitude,-2.186463,Coordinate
NYC_Parks_Monuments_20250922.csv,X,984258.85298872,Coordinate
Animal Dataset.csv,Weight (kg),9-25,Weight
GlobalLandTemperaturesByCountry.csv,AverageTemperature,0.066,Temperature
NYC_Citywide_Annualized_Calendar_Sales_Update_20250922.csv,GROSS SQUARE FEET,"131,476",Dimension
qdq3-9eqn_first_20000_rows.csv,airtemp,86.12683333,Temperature
new_dataset_renamed.csv,geo.latitude,1.299629,Coordinate
New_York_City_Council_Discretionary_Funding_20250918.csv,Amount ($),81050.0,MonetaryValue
new_dataset_renamed.csv,height,190cm,Dimension
GlobalLandTemperaturesByCountry.csv,AverageTemperature,10.050999999999998,Temperature
SOCR-HeightWeight.csv,Weight(Pounds),110.5434,Weight
Good_Food_Purchasing_Data_20250918.csv,Total Weight in lbs,88440.0,Weight
Harbor_Water_Quality_20250922.csv,Top Sample Temperature (ºC),19.2478,Temperature
qdq3-9eqn_first_20000_rows.csv,airtemp,84.87233333,Temperature
Good_Food_Purchasing_Data_20250918.csv,Total Cost,1337.0,MonetaryValue
amazon_delivery.csv,Drop_Latitude,23.244631,Coordinate
Good_Food_Purchasing_Data_20250918.csv,Total Cost,262756.0,MonetaryValue
Animal Dataset.csv,Weight (kg),300-1200,Weight
Fee_Charges_20250918.csv,FeeAmount,1984964,MonetaryValue
Distribution_Sites_LCR_Monitoring_Results_20250922.csv,Temperature (°F),49,Temperature
new_dataset_renamed.csv,weight.value,3.5,Weight
new_dataset_renamed.csv,weight.value,"3,30",Weight
bath_EMY.csv,Temp,6.1999998,Temperature
DSNY_Monthly_Tonnage_Data_20250918.csv,RESORGANICSTONS,111.0,Weight
DSNY_Monthly_Tonnage_Data_20250918.csv,PAPERTONS,231.0,Weight
new_dataset_renamed.csv,weight.value,149.0,Weight
new_dataset_renamed.csv,offers.price,6812,MonetaryValue
Fee_Charges_20250918.csv,FeeAmount,257863,MonetaryValue
DSNY_Monthly_Tonnage_Data_20250918.csv,RESORGANICSTONS,53.4,Weight
Street_Pavement_Rating_20250922.csv,Shape_STLe,42.8129472422,Dimension
new_dataset_renamed.csv,weight,0.280 KGS,Weight
new_dataset_renamed.csv,geo.latitude,-2.511279,Coordinate
New_York_City_Climate_Projections__Temperature_and_Precipitation_20250922.csv,Mean Temperature,+2.8°F (+3.9°F to +6.7°F) +7.8°F,Temperature
Real_Property_Income_and_Expense_Form_non-compliance_list_20250922.csv,Latitude,40.708441,Coordinate
All Appliances.csv,actual_price,₹379,MonetaryValue
GlobalLandTemperaturesByCountry.csv,AverageTemperature,0.6589999999999998,Temperature
new_dataset_renamed.csv,weight.value,"3,50",Weight
human_vital_signs_dataset_2024.csv,Body Temperature,36.333833406581824,Temperature
DOE_Building_Space_Usage_20250922.csv,Length,35.0,Dimension
SOCR-HeightWeight.csv,Height(Inches),69.3643,Dimension
Revised_Notice_of_Property_Value__RNOPV__20250918.csv,ORIGINAL MARKET VALUE,193636.0,MonetaryValue
NYC_Parks_Monuments_20250922.csv,X,1034029.463092968,Coordinate
new_dataset_renamed.csv,offers.price,31.87,MonetaryValue
Real_Property_Income_and_Expense_Form_non-compliance_list_20250922.csv,X Coordinate,1018034.0,Coordinate
Good_Food_Purchasing_Data_20250918.csv,Total Weight in lbs,576669.0,Weight
Street_Pavement_Rating_20250922.csv,Shape_STLe,171.819742398,Dimension
Real_Property_Income_and_Expense_Form_non-compliance_list_20250922.csv,Latitude,40.880769,Coordinate
NYC_Citywide_Annualized_Calendar_Sales_Update_20250922.csv,LAND SQUARE FEET,"8,586",Dimension
new_dataset_renamed.csv,geo.latitude,152.99637,Coordinate
DSNY_Monthly_Tonnage_Data_20250918.csv,RESORGANICSTONS,19.2,Weight
NYC_Citywide_Annualized_Calendar_Sales_Update_20250922.csv,LAND SQUARE FEET,2615,Dimension
DSNY_Monthly_Tonnage_Data_20250918.csv,RESORGANICSTONS,115.4,Weight
Harbor_Water_Quality_20250922.csv,Top Sample Temperature (ºC),8.8427,Temperature
NYC_Citywide_Annualized_Calendar_Sales_Update_20250922.csv,LAND SQUARE FEET,1469,Dimension
Good_Food_Purchasing_Data_20250918.csv,Total Cost,577337.0,MonetaryValue
amazon_delivery.csv,Drop_Longitude,76.735808,Coordinate
payment_amount_first_20000_rows.csv,payment_amount,155.0,MonetaryValue
Real_Property_Income_and_Expense_Form_non-compliance_list_20250922.csv,Latitude,40.619541,Coordinate
new_dataset_renamed.csv,weight,0.370 KGS,Weight
new_dataset_renamed.csv,weight,92 lb (42 kg),Weight
Fee_Charges_20250918.csv,FeeAmount,249739,MonetaryValue
Street_Pavement_Rating_20250922.csv,Shape_STLe,156.424323525,Dimension
Harbor_Water_Quality_20250922.csv,Top Sample Temperature (ºC),14.592,Temperature
amazon_delivery.csv,Drop_Latitude,22.677186,Coordinate
DSNY_Monthly_Tonnage_Data_20250918.csv,PAPERTONS,55.8,Weight
New_York_City_Council_Discretionary_Funding_20250918.csv,Amount ($),160000.0,MonetaryValue
Street_Pavement_Rating_20250922.csv,Shape_STLe,260.344077478,Dimension
payment_amount_first_20000_rows.csv,payment_amount,130.7,MonetaryValue
All Appliances.csv,actual_price,"₹5,240",MonetaryValue
bath_EMY.csv,Temp,24.1000004,Temperature
Real_Property_Income_and_Expense_Form_non-compliance_list_20250922.csv,Longitude,-73.906442,Coordinate
bath_EMY.csv,Temp,22.7999992,Temperature
bath_EMY.csv,Temp,23.0,Temperature
new_dataset_renamed.csv,offers.price,11.04,MonetaryValue
bath_EMY.csv,Temp,3.4000001,Temperature
amazon_delivery.csv,Drop_Longitude,80.460939,Coordinate
Harbor_Water_Quality_20250922.csv,Top Sample Temperature (ºC),20.8,Temperature
new_dataset_renamed.csv,weight,3.321 kg,Weight
Revised_Notice_of_Property_Value__RNOPV__20250918.csv,ORIGINAL MARKET VALUE,1455000.0,MonetaryValue
new_dataset_renamed.csv,height,"5' 4\"" (164 cm)",Dimension
amazon_delivery.csv,Drop_Longitude,77.459989,Coordinate
New_York_City_Council_Discretionary_Funding_20250918.csv,Amount ($),31765.0,MonetaryValue
Real_Property_Income_and_Expense_Form_non-compliance_list_20250922.csv,Longitude,-73.929072,Coordinate
new_dataset_renamed.csv,height,5-5,Dimension
SOCR-HeightWeight.csv,Weight(Pounds),132.765,Weight
Street_Pavement_Rating_20250922.csv,Shape_STLe,129.883544479,Dimension
amazon_delivery.csv,Store_Latitude,26.463504,Coordinate
SOCR-HeightWeight.csv,Weight(Pounds),119.8697,Weight
new_dataset_renamed.csv,height,5.3 ft,Dimension
New_York_City_Council_Discretionary_Funding_20250918.csv,Amount ($),185000.0,MonetaryValue
new_dataset_renamed.csv,depth.value,21.06,Dimension
new_dataset_renamed.csv,geo.latitude,-38.0764867,Coordinate
All Appliances.csv,actual_price,"₹3,895",MonetaryValue
qdq3-9eqn_first_20000_rows.csv,airtemp,72.388,Temperature
DSNY_Monthly_Tonnage_Data_20250918.csv,PAPERTONS,801.4,Weight
GlobalLandTemperaturesByCountry.csv,AverageTemperature,1.93,Temperature
bath_EMY.csv,Temp,16.7000008,Temperature
NYC_Parks_Monuments_20250922.csv,Y,212000.2085952312,Coordinate
NYC_Citywide_Rolling_Calendar_Sales_20250918.csv,SALE PRICE,3,MonetaryValue
amazon_delivery.csv,Store_Latitude,17.429585,Coordinate
SOCR-HeightWeight.csv,Weight(Pounds),105.6454,Weight
new_dataset_renamed.csv,height,5.64 ft,Dimension
Good_Food_Purchasing_Data_20250918.csv,Total Weight in lbs,9321.0,Weight
NYC_Citywide_Annualized_Calendar_Sales_Update_20250922.csv,LAND SQUARE FEET,"5,117",Dimension
new_dataset_renamed.csv,depth.value,7.29,Dimension
NYC_Parks_Monuments_20250922.csv,X,1037992.9643523096,Coordinate
new_dataset_renamed.csv,offers.price,1730.0,MonetaryValue
new_dataset_renamed.csv,offers.price,860.0,MonetaryValue
new_dataset_renamed.csv,offers.price,185.58,MonetaryValue
Fee_Charges_20250918.csv,FeeAmount,168749,MonetaryValue
new_dataset_renamed.csv,weight.value,0.333,Weight
penguins_size.csv,body_mass_g,3725.0,Weight
payment_amount_first_20000_rows.csv,payment_amount,78.1,MonetaryValue
SOCR-HeightWeight.csv,Weight(Pounds),120.1048,Weight
human_vital_signs_dataset_2024.csv,Body Temperature,36.04770861418868,Temperature
Real_Property_Income_and_Expense_Form_non-compliance_list_20250922.csv,Y Coordinate,196881.0,Coordinate
Harbor_Water_Quality_20250922.csv,Top Sample Temperature (ºC),11.51,Temperature
qdq3-9eqn_first_20000_rows.csv,airtemp,76.81183333,Temperature
DSNY_Monthly_Tonnage_Data_20250918.csv,RESORGANICSTONS,87.6,Weight
SOCR-HeightWeight.csv,Height(Inches),68.16828,Dimension
DOE_Building_Space_Usage_20250922.csv,Width,1.0,Dimension
new_dataset_renamed.csv,geo.latitude,-27.661937,Coordinate
DSNY_Monthly_Tonnage_Data_20250918.csv,RESORGANICSTONS,107.6,Weight
new_dataset_renamed.csv,weight.value,0.3,Weight
Distribution_Sites_LCR_Monitoring_Results_20250922.csv,Temperature (°F),66,Temperature
Real_Property_Income_and_Expense_Form_non-compliance_list_20250922.csv,Longitude,-73.984618,Coordinate
Revised_Notice_of_Property_Value__RNOPV__20250918.csv,ORIGINAL MARKET VALUE,300327.0,MonetaryValue
amazon_delivery.csv,Drop_Latitude,21.236884,Coordinate
new_dataset_renamed.csv,weight,0.538 Kg.,Weight
new_dataset_renamed.csv,weight,1.50 lb,Weight
GlobalLandTemperaturesByCountry.csv,AverageTemperature,0.5539999999999998,Temperature
human_vital_signs_dataset_2024.csv,Body Temperature,36.49614621861485,Temperature
SOCR-HeightWeight.csv,Height(Inches),62.50449,Dimension
penguins_size.csv,body_mass_g,4275.0,Weight
DSNY_Monthly_Tonnage_Data_20250918.csv,PAPERTONS,14.5,Weight
NYC_Citywide_Annualized_Calendar_Sales_Update_20250922.csv,GROSS SQUARE FEET,"116,598",Dimension
Street_Pavement_Rating_20250922.csv,Shape_STLe,221.709918061,Dimension
DSNY_Monthly_Tonnage_Data_20250918.csv,PAPERTONS,904.9,Weight
