table_name,header,value,domain
NYC_Citywide_Annualized_Calendar_Sales_Update_20250922.csv,dim3D__v,1662,Dimension
Harbor_Water_Quality_20250922.csv,Top Sample Temperature (ºC),7.67,Temperature
new_dataset_renamed.csv,Depth,7.07,Dimension
Harbor_Water_Quality_20250922.csv,Tscale,22.7915,Temperature
amazon_delivery.csv,Drop_Latitude,76.976268,Coordinate
bath_EMY.csv,T_deg,26.2999992,Temperature
GlobalLandTemperaturesByCountry.csv,BodyTemp,0.4129999999999999,Temperature
NYC_Citywide_Annualized_Calendar_Sales_Update_20250922.csv,depthX??,"14,411",Dimension
NYC_Citywide_Annualized_Calendar_Sales_Update_20250922.csv,lenVal_cm,"15,039",Dimension
Real_Property_Income_and_Expense_Form_non-compliance_list_20250922.csv,Geo_Long,185832.0,Coordinate
Real_Property_Income_and_Expense_Form_non-compliance_list_20250922.csv,GPS_Y,208190.0,Coordinate
DSNY_Monthly_Tonnage_Data_20250918.csv,sub?wgth_lbs,54.3,Weight
new_dataset_renamed.csv,ratEval_usd_,31.43,MonetaryValue
Revised_Notice_of_Property_Value__RNOPV__20250918.csv,fare__,69612.0,MonetaryValue
payment_amount_first_20000_rows.csv,fund_amt£,77.86,MonetaryValue
NYC_Parks_Monuments_20250922.csv,_mapXYz_point001,179384.20099273324,Coordinate
New_York_City_Council_Discretionary_Funding_20250918.csv,MarketPrice,25167.0,MonetaryValue
new_dataset_renamed.csv,Width,33.81,Dimension
New_York_City_Council_Discretionary_Funding_20250918.csv,Price,4270000.0,MonetaryValue
bath_EMY.csv,ClimaTemp,4.85,Temperature
NYC_Citywide_Annualized_Calendar_Sales_Update_20250922.csv,Width,9238,Dimension
Real_Property_Income_and_Expense_Form_non-compliance_list_20250922.csv,PositionY,-74.130366,Coordinate
new_dataset_renamed.csv,Drop_Latitude,10.1528422,Coordinate
human_vital_signs_dataset_2024.csv,AverageTemperature,36.35647802749455,Temperature
Revised_Notice_of_Property_Value__RNOPV__20250918.csv,prc__val$?,20220.0,MonetaryValue
new_dataset_renamed.csv,Weight(Grams),120 - 140 lbs [55 - 63 kg],Weight
NYC_Citywide_Rolling_Calendar_Sales_20250918.csv,ORIGINAL MARKET VALUE,193737,MonetaryValue
Good_Food_Purchasing_Data_20250918.csv,UnitCost,263296.0,MonetaryValue
SOCR-HeightWeight.csv,Width,64.63001,Dimension
human_vital_signs_dataset_2024.csv,warmth_lvl1_C,36.584410258689694,Temperature
Fee_Charges_20250918.csv,SALE PRICE,259999,MonetaryValue
human_vital_signs_dataset_2024.csv,TempF,36.184655193619086,Temperature
NYC_Citywide_Annualized_Calendar_Sales_Update_20250922.csv,Volume,"5,415",Dimension
qdq3-9eqn_first_20000_rows.csv,tmp_valX,89.409,Temperature
new_dataset_renamed.csv,LAND SQUARE FEET,193.0,Dimension
NYC_Citywide_Annualized_Calendar_Sales_Update_20250922.csv,Size,"24,890",Dimension
qdq3-9eqn_first_20000_rows.csv,T_deg,75.934,Temperature
DOE_Building_Space_Usage_20250922.csv,Length,194.0,Dimension
NYC_Parks_Monuments_20250922.csv,geo.latitude,167066.07438230517,Coordinate
NYC_Citywide_Rolling_Calendar_Sales_20250918.csv,payment_amount,825500,MonetaryValue
penguins_size.csv,PAPERTONS,4000.0,Weight
Real_Property_Income_and_Expense_Form_non-compliance_list_20250922.csv,Geo_Long,1013084.0,Coordinate
Real_Property_Income_and_Expense_Form_non-compliance_list_20250922.csv,Coord_Y,40.685576,Coordinate
new_dataset_renamed.csv,co0rd__x1,-73.7410751,Coordinate
NYC_Citywide_Annualized_Calendar_Sales_Update_20250922.csv,breadTH,"63,360",Dimension
qdq3-9eqn_first_20000_rows.csv,BodyTemp,83.36183333,Temperature
new_dataset_renamed.csv,Span,38.75,Dimension
new_dataset_renamed.csv,lbs:l0ad_val,51,Weight
Harbor_Water_Quality_20250922.csv,AvgTemp,16.36,Temperature
qdq3-9eqn_first_20000_rows.csv,Thermal,80.44066667,Temperature
Good_Food_Purchasing_Data_20250918.csv,BodyMass,476294.0,Weight
new_dataset_renamed.csv,Fee,12.66,MonetaryValue
qdq3-9eqn_first_20000_rows.csv,meantempm,92.867,Temperature
new_dataset_renamed.csv,FeeAmount,66.65,MonetaryValue
New_York_City_Council_Discretionary_Funding_20250918.csv,Payable,8888.0,MonetaryValue
DSNY_Salt_Usage_20250918.csv,Mass,992,Weight
qdq3-9eqn_first_20000_rows.csv,TempVal,76.63666667,Temperature
new_dataset_renamed.csv,WGT,0.017,Weight
qdq3-9eqn_first_20000_rows.csv,AirTemp,80.757,Temperature
SOCR-HeightWeight.csv,weight.value,112.0078,Weight
GlobalLandTemperaturesByCountry.csv,airtemp,28.712000000000003,Temperature
SOCR-HeightWeight.csv,Weight (kg),131.4104,Weight
GlobalLandTemperaturesByCountry.csv,TempVal,-23.76,Temperature
New_York_City_Council_Discretionary_Funding_20250918.csv,DollarAmount,53178.0,MonetaryValue
NYC_Citywide_Rolling_Calendar_Sales_20250918.csv,offers.price,5003918,MonetaryValue
Real_Property_Income_and_Expense_Form_non-compliance_list_20250922.csv,Geo_Lat,40.810107,Coordinate
amazon_delivery.csv,X,77.640489,Coordinate
new_dataset_renamed.csv,breadTH,70.8,Dimension
Real_Property_Income_and_Expense_Form_non-compliance_list_20250922.csv,X,40.780787,Coordinate
Good_Food_Purchasing_Data_20250918.csv,CostUSD,231509.0,MonetaryValue
Real_Property_Income_and_Expense_Form_non-compliance_list_20250922.csv,Coord_Y,-73.944084,Coordinate
Good_Food_Purchasing_Data_20250918.csv,Mass,2948.0,Weight
NYC_Parks_Monuments_20250922.csv,l0ng_val,998151.7251373082,Coordinate
new_dataset_renamed.csv,KgValue,143.30 LBS,Weight
Harbor_Water_Quality_20250922.csv,T_deg,13.3127,Temperature
new_dataset_renamed.csv,Total Tons,7.21 kg,Weight
Revised_Notice_of_Property_Value__RNOPV__20250918.csv,REVISED TAXABLE VALUE,582539.0,MonetaryValue
bath_EMY.csv,T_deg,13.0500002,Temperature
dataset.csv,cap__Kg,1357,Weight
New_York_City_Council_Discretionary_Funding_20250918.csv,Expense,703673.0,MonetaryValue
DSNY_Monthly_Tonnage_Data_20250918.csv,c_we1ght_gr,146.2,Weight
NYC_Citywide_Rolling_Calendar_Sales_20250918.csv,MarketPrice,1015000,MonetaryValue
Harbor_Water_Quality_20250922.csv,ClimaTemp,10,Temperature
NYC_Citywide_Rolling_Calendar_Sales_20250918.csv,SALE PRICE,2330300,MonetaryValue
bath_EMY.csv,water_heat_F,24.6000004,Temperature
Harbor_Water_Quality_20250922.csv,Body Temperature,8.8893,Temperature
amazon_delivery.csv,gps__POS?,12.321214,Coordinate
New_York_City_Council_Discretionary_Funding_20250918.csv,DollarAmount,182062.0,MonetaryValue
amazon_delivery.csv,X,80.351569,Coordinate
DSNY_Salt_Usage_20250918.csv,Weight(Grams),45273,Weight
penguins_size.csv,Weight(Grams),4575.0,Weight
DSNY_Monthly_Tonnage_Data_20250918.csv,peso_gr,185.8,Weight
All Appliances.csv,Charge,"₹3,425",MonetaryValue
payment_amount_first_20000_rows.csv,amnt_£,121.49,MonetaryValue
payment_amount_first_20000_rows.csv,REVISED TAXABLE VALUE,122.46,MonetaryValue
DOE_Building_Space_Usage_20250922.csv,height.value,101.0,Dimension
Harbor_Water_Quality_20250922.csv,Thermal,18.4271,Temperature
new_dataset_renamed.csv,NetWeight,5.3,Weight
DSNY_Monthly_Tonnage_Data_20250918.csv,Weight(Pounds),39.7,Weight
amazon_delivery.csv,PositionY,80.34147,Coordinate
CityStore_-_The_Official_Store_of_the_City_of_New_York_20250918.csv,ratEval_usd_,11.0,MonetaryValue
NYC_Citywide_Annualized_Calendar_Sales_Update_20250922.csv,Depth,"10,691",Dimension
GlobalLandTemperaturesByCountry.csv,Temp,-1.409,Temperature
Revised_Notice_of_Property_Value__RNOPV__20250918.csv,FeeAmount,97008.0,MonetaryValue
DOE_Building_Space_Usage_20250922.csv,Shape_STLe,89.0,Dimension
Real_Property_Income_and_Expense_Form_non-compliance_list_20250922.csv,2022_locRef,215482.0,Coordinate
All Appliances.csv,SALE PRICE,"₹11,970",MonetaryValue
NYC_Citywide_Annualized_Calendar_Sales_Update_20250922.csv,Extent,"3,050",Dimension
human_vital_signs_dataset_2024.csv,warmth_lvl1_C,37.200266862022126,Temperature
new_dataset_renamed.csv,lbs:l0ad_val,184 lb (84 kg),Weight
human_vital_signs_dataset_2024.csv,t_C_Val,36.4831777162177,Temperature
NYC_Citywide_Annualized_Calendar_Sales_Update_20250922.csv,lenVal_cm,"35,485",Dimension
new_dataset_renamed.csv,dim_01,4,Dimension
amazon_delivery.csv,X,80.242268,Coordinate
Brooklyn_Bridge_Automated_Pedestrian_Counts_Demonstration_Project_20250922.csv,warmth_lvl1_C,18.0,Temperature
DSNY_Monthly_Tonnage_Data_20250918.csv,Tons@,867.1,Weight
Harbor_Water_Quality_20250922.csv,Body Temperature,25.04215,Temperature
Good_Food_Purchasing_Data_20250918.csv,FeeAmount,232242.0,MonetaryValue
new_dataset_renamed.csv,Tons@,3.405 Kg.,Weight
DSNY_Monthly_Tonnage_Data_20250918.csv,GrossWeight,510.4,Weight
Street_Pavement_Rating_20250922.csv,Width,418.301530936,Dimension
qdq3-9eqn_first_20000_rows.csv,temperature,97.7855,Temperature
Fee_Charges_20250918.csv,payment_amount,266242,MonetaryValue
Street_Pavement_Rating_20250922.csv,cm_val_2,262.644730338,Dimension
DSNY_Monthly_Tonnage_Data_20250918.csv,WGT,505.2,Weight
new_dataset_renamed.csv,Extent,9.72,Dimension
new_dataset_renamed.csv,weight,4.614 kg,Weight
GlobalLandTemperaturesByCountry.csv,Temperature (°F),-3.114,Temperature
bath_EMY.csv,Temperature (°F),5.5999999,Temperature
qdq3-9eqn_first_20000_rows.csv,TempMeasure,90.1935,Temperature
qdq3-9eqn_first_20000_rows.csv,TempC,73.055,Temperature
new_dataset_renamed.csv,WGT,72 kg,Weight
NYC_Citywide_Annualized_Calendar_Sales_Update_20250922.csv,Range,"3,092",Dimension
Real_Property_Income_and_Expense_Form_non-compliance_list_20250922.csv,Longitude,40.814263,Coordinate
payment_amount_first_20000_rows.csv,amnt_£,90.65,MonetaryValue
Street_Pavement_Rating_20250922.csv,Extent,251.957843736,Dimension
Street_Pavement_Rating_20250922.csv,Length,131.503264966,Dimension
Harbor_Water_Quality_20250922.csv,airtemp,26.79,Temperature
NYC_Citywide_Rolling_Calendar_Sales_20250918.csv,prezzo_€,2155000,MonetaryValue
NYC_Parks_Monuments_20250922.csv,PositionX,193309.2909246385,Coordinate
amazon_delivery.csv,col_l,12.906229,Coordinate
new_dataset_renamed.csv,Breadth,2.8,Dimension
new_dataset_renamed.csv,body_mass_g,12.50 LBS,Weight
All Appliances.csv,ORIGINAL MARKET VALUE,"₹1,710",MonetaryValue
New_York_City_Council_Discretionary_Funding_20250918.csv,CostUSD,111749.0,MonetaryValue
new_dataset_renamed.csv,weight.value,6.467 kg,Weight
human_vital_signs_dataset_2024.csv,meantempm,36.21805503915087,Temperature
DOE_Building_Space_Usage_20250922.csv,Height(Inches),196.0,Dimension
New_York_City_Council_Discretionary_Funding_20250918.csv,ORIGINAL MARKET VALUE,19200.0,MonetaryValue
human_vital_signs_dataset_2024.csv,TempVal,36.25733660351243,Temperature
Good_Food_Purchasing_Data_20250918.csv,Mass,117075.0,Weight
DSNY_Monthly_Tonnage_Data_20250918.csv,GrossWeight,641.8,Weight
new_dataset_renamed.csv,GPS_Y,-2.186463,Coordinate
NYC_Parks_Monuments_20250922.csv,Drop_Longitude,984258.85298872,Coordinate
Animal Dataset.csv,body_mass_g,9-25,Weight
GlobalLandTemperaturesByCountry.csv,TempMeasure,0.066,Temperature
NYC_Citywide_Annualized_Calendar_Sales_Update_20250922.csv,Width,"131,476",Dimension
qdq3-9eqn_first_20000_rows.csv,Temp1 (°F),86.12683333,Temperature
new_dataset_renamed.csv,gps__POS?,1.299629,Coordinate
New_York_City_Council_Discretionary_Funding_20250918.csv,actual_price,81050.0,MonetaryValue
new_dataset_renamed.csv,dim3D__v,190cm,Dimension
GlobalLandTemperaturesByCountry.csv,T_deg,10.050999999999998,Temperature
SOCR-HeightWeight.csv,Tonnage,110.5434,Weight
Good_Food_Purchasing_Data_20250918.csv,CargoWeight,88440.0,Weight
Harbor_Water_Quality_20250922.csv,Temp1 (°F),19.2478,Temperature
qdq3-9eqn_first_20000_rows.csv,Top Sample Temperature (ºC),84.87233333,Temperature
Good_Food_Purchasing_Data_20250918.csv,prc__val$?,1337.0,MonetaryValue
amazon_delivery.csv,2022_locRef,23.244631,Coordinate
Good_Food_Purchasing_Data_20250918.csv,MarketPrice,262756.0,MonetaryValue
Animal Dataset.csv,BodyMass,300-1200,Weight
Fee_Charges_20250918.csv,SALE PRICE,1984964,MonetaryValue
Distribution_Sites_LCR_Monitoring_Results_20250922.csv,Thermal,49,Temperature
new_dataset_renamed.csv,BodyMass,3.5,Weight
new_dataset_renamed.csv,GrossWeight,"3,30",Weight
bath_EMY.csv,AirTemp,6.1999998,Temperature
DSNY_Monthly_Tonnage_Data_20250918.csv,BodyMass,111.0,Weight
DSNY_Monthly_Tonnage_Data_20250918.csv,weight.value,231.0,Weight
new_dataset_renamed.csv,x_gross_LOAD,149.0,Weight
new_dataset_renamed.csv,actual_price,6812,MonetaryValue
Fee_Charges_20250918.csv,cst_value,257863,MonetaryValue
DSNY_Monthly_Tonnage_Data_20250918.csv,net_Wgt_Val,53.4,Weight
Street_Pavement_Rating_20250922.csv,Width,42.8129472422,Dimension
new_dataset_renamed.csv,PAPERTONS,0.280 KGS,Weight
new_dataset_renamed.csv,2022_locRef,-2.511279,Coordinate
New_York_City_Climate_Projections__Temperature_and_Precipitation_20250922.csv,TempC,+2.8°F (+3.9°F to +6.7°F) +7.8°F,Temperature
Real_Property_Income_and_Expense_Form_non-compliance_list_20250922.csv,l0ng_val,40.708441,Coordinate
All Appliances.csv,actual_price,₹379,MonetaryValue
GlobalLandTemperaturesByCountry.csv,Temp,0.6589999999999998,Temperature
new_dataset_renamed.csv,mass_kG_?val,"3,50",Weight
human_vital_signs_dataset_2024.csv,TempC,36.333833406581824,Temperature
DOE_Building_Space_Usage_20250922.csv,Breadth,35.0,Dimension
SOCR-HeightWeight.csv,Breadth,69.3643,Dimension
Revised_Notice_of_Property_Value__RNOPV__20250918.csv,UnitCost,193636.0,MonetaryValue
NYC_Parks_Monuments_20250922.csv,co0rd__x1,1034029.463092968,Coordinate
new_dataset_renamed.csv,USDxx_market_val,31.87,MonetaryValue
Real_Property_Income_and_Expense_Form_non-compliance_list_20250922.csv,X Coordinate,1018034.0,Coordinate
Good_Food_Purchasing_Data_20250918.csv,c_we1ght_gr,576669.0,Weight
Street_Pavement_Rating_20250922.csv,widht_inchxx,171.819742398,Dimension
Real_Property_Income_and_Expense_Form_non-compliance_list_20250922.csv,Geo_Long,40.880769,Coordinate
NYC_Citywide_Annualized_Calendar_Sales_Update_20250922.csv,breadTH,"8,586",Dimension
new_dataset_renamed.csv,Latitude,152.99637,Coordinate
DSNY_Monthly_Tonnage_Data_20250918.csv,weight,19.2,Weight
NYC_Citywide_Annualized_Calendar_Sales_Update_20250922.csv,Span,2615,Dimension
DSNY_Monthly_Tonnage_Data_20250918.csv,x_gross_LOAD,115.4,Weight
Harbor_Water_Quality_20250922.csv,avgT_num,8.8427,Temperature
NYC_Citywide_Annualized_Calendar_Sales_Update_20250922.csv,Span,1469,Dimension
Good_Food_Purchasing_Data_20250918.csv,Total Cost,577337.0,MonetaryValue
amazon_delivery.csv,GeoX,76.735808,Coordinate
payment_amount_first_20000_rows.csv,Expense,155.0,MonetaryValue
Real_Property_Income_and_Expense_Form_non-compliance_list_20250922.csv,Latitude,40.619541,Coordinate
new_dataset_renamed.csv,Total Tons,0.370 KGS,Weight
new_dataset_renamed.csv,Mass,92 lb (42 kg),Weight
Fee_Charges_20250918.csv,fund_amt£,249739,MonetaryValue
Street_Pavement_Rating_20250922.csv,Breadth,156.424323525,Dimension
Harbor_Water_Quality_20250922.csv,airtemp,14.592,Temperature
amazon_delivery.csv,Geo_Long,22.677186,Coordinate
DSNY_Monthly_Tonnage_Data_20250918.csv,Load,55.8,Weight
New_York_City_Council_Discretionary_Funding_20250918.csv,offers.price,160000.0,MonetaryValue
Street_Pavement_Rating_20250922.csv,dim_01,260.344077478,Dimension
payment_amount_first_20000_rows.csv,fare__,130.7,MonetaryValue
All Appliances.csv,Total Cost,"₹5,240",MonetaryValue
bath_EMY.csv,Temp1 (°F),24.1000004,Temperature
Real_Property_Income_and_Expense_Form_non-compliance_list_20250922.csv,PositionX,-73.906442,Coordinate
bath_EMY.csv,temperature,22.7999992,Temperature
bath_EMY.csv,Temperature (°F),23.0,Temperature
new_dataset_renamed.csv,chrgUsd1,11.04,MonetaryValue
bath_EMY.csv,Body Temperature,3.4000001,Temperature
amazon_delivery.csv,gps__POS?,80.460939,Coordinate
Harbor_Water_Quality_20250922.csv,T_deg,20.8,Temperature
new_dataset_renamed.csv,body_mass_g,3.321 kg,Weight
Revised_Notice_of_Property_Value__RNOPV__20250918.csv,CostUSD,1455000.0,MonetaryValue
new_dataset_renamed.csv,Length,"5' 4\"" (164 cm)",Dimension
amazon_delivery.csv,PositionY,77.459989,Coordinate
New_York_City_Council_Discretionary_Funding_20250918.csv,fare__,31765.0,MonetaryValue
Real_Property_Income_and_Expense_Form_non-compliance_list_20250922.csv,Store_Latitude,-73.929072,Coordinate
new_dataset_renamed.csv,dim3D__v,5-5,Dimension
SOCR-HeightWeight.csv,kg_per_unit,132.765,Weight
Street_Pavement_Rating_20250922.csv,val_misura,129.883544479,Dimension
amazon_delivery.csv,PositionX,26.463504,Coordinate
SOCR-HeightWeight.csv,WGT,119.8697,Weight
new_dataset_renamed.csv,Height(Inches),5.3 ft,Dimension
New_York_City_Council_Discretionary_Funding_20250918.csv,pricePERkg,185000.0,MonetaryValue
new_dataset_renamed.csv,Depth,21.06,Dimension
new_dataset_renamed.csv,GeoY,-38.0764867,Coordinate
All Appliances.csv,fund_amt£,"₹3,895",MonetaryValue
qdq3-9eqn_first_20000_rows.csv,AirTemp,72.388,Temperature
DSNY_Monthly_Tonnage_Data_20250918.csv,c_we1ght_gr,801.4,Weight
GlobalLandTemperaturesByCountry.csv,ClimaTemp,1.93,Temperature
bath_EMY.csv,tmp_read_y,16.7000008,Temperature
NYC_Parks_Monuments_20250922.csv,Geo_Lat,212000.2085952312,Coordinate
NYC_Citywide_Rolling_Calendar_Sales_20250918.csv,actual_price,3,MonetaryValue
amazon_delivery.csv,l0ng_val,17.429585,Coordinate
SOCR-HeightWeight.csv,GrossWeight,105.6454,Weight
new_dataset_renamed.csv,Volume,5.64 ft,Dimension
Good_Food_Purchasing_Data_20250918.csv,CargoWeight,9321.0,Weight
NYC_Citywide_Annualized_Calendar_Sales_Update_20250922.csv,Measure,"5,117",Dimension
new_dataset_renamed.csv,lenVal_cm,7.29,Dimension
NYC_Parks_Monuments_20250922.csv,Lat,1037992.9643523096,Coordinate
new_dataset_renamed.csv,prezzo_€,1730.0,MonetaryValue
new_dataset_renamed.csv,DollarAmount,860.0,MonetaryValue
new_dataset_renamed.csv,cst_value,185.58,MonetaryValue
Fee_Charges_20250918.csv,MarketPrice,168749,MonetaryValue
new_dataset_renamed.csv,mass_kG_?val,0.333,Weight
penguins_size.csv,NetWeight,3725.0,Weight
payment_amount_first_20000_rows.csv,actual_price,78.1,MonetaryValue
SOCR-HeightWeight.csv,WeightVal,120.1048,Weight
human_vital_signs_dataset_2024.csv,Top Sample Temperature (ºC),36.04770861418868,Temperature
Real_Property_Income_and_Expense_Form_non-compliance_list_20250922.csv,Drop_Latitude,196881.0,Coordinate
Harbor_Water_Quality_20250922.csv,Temp1 (°F),11.51,Temperature
qdq3-9eqn_first_20000_rows.csv,TempVal,76.81183333,Temperature
DSNY_Monthly_Tonnage_Data_20250918.csv,BodyMass,87.6,Weight
SOCR-HeightWeight.csv,Breadth,68.16828,Dimension
DOE_Building_Space_Usage_20250922.csv,depthX??,1.0,Dimension
new_dataset_renamed.csv,PositionY,-27.661937,Coordinate
DSNY_Monthly_Tonnage_Data_20250918.csv,body_mass_g,107.6,Weight
new_dataset_renamed.csv,Weight(Pounds),0.3,Weight
Distribution_Sites_LCR_Monitoring_Results_20250922.csv,sens5Temp,66,Temperature
Real_Property_Income_and_Expense_Form_non-compliance_list_20250922.csv,Geo_Long,-73.984618,Coordinate
Revised_Notice_of_Property_Value__RNOPV__20250918.csv,chrgUsd1,300327.0,MonetaryValue
amazon_delivery.csv,GPS_X,21.236884,Coordinate
new_dataset_renamed.csv,Tonnage,0.538 Kg.,Weight
new_dataset_renamed.csv,net_Wgt_Val,1.50 lb,Weight
GlobalLandTemperaturesByCountry.csv,Body Temperature,0.5539999999999998,Temperature
human_vital_signs_dataset_2024.csv,Tscale,36.49614621861485,Temperature
SOCR-HeightWeight.csv,height,62.50449,Dimension
penguins_size.csv,BodyMass,4275.0,Weight
DSNY_Monthly_Tonnage_Data_20250918.csv,Total Weight in lbs,14.5,Weight
NYC_Citywide_Annualized_Calendar_Sales_Update_20250922.csv,depthX??,"116,598",Dimension
Street_Pavement_Rating_20250922.csv,GROSS SQUARE FEET,221.709918061,Dimension
DSNY_Monthly_Tonnage_Data_20250918.csv,WeightVal,904.9,Weight
NYC_Citywide_Annualized_Calendar_Sales_Update_20250922.csv,Height(Inches),4244,Dimension
qdq3-9eqn_first_20000_rows.csv,BodyTemp,51.545,Temperature
Real_Property_Income_and_Expense_Form_non-compliance_list_20250922.csv,X,40.638757,Coordinate
new_dataset_renamed.csv,Total Weight in lbs,0.145 kg,Weight
Real_Property_Income_and_Expense_Form_non-compliance_list_20250922.csv,GPS_X,242234.0,Coordinate
All Appliances.csv,offers.price,"₹95,990",MonetaryValue
bath_EMY.csv,airtemp,27.9000006,Temperature
NYC_Parks_Monuments_20250922.csv,PositionX,235148.31354564428,Coordinate
Harbor_Water_Quality_20250922.csv,Temp,21.4493,Temperature
Good_Food_Purchasing_Data_20250918.csv,cst_value,68409.0,MonetaryValue
